ID Cliente;Churn;Genero;Cidadao Idoso; Possui Parceiro(a);Dependentes;Tempo Permanencia;Servico Telefone;Multiplas linhas;Servico Internet;Seguranca Online;Backup Online;Protecao Dispositivo;Suporte Tecnico;Streaming TV;Streaming Filmes;Contrato;Fatura Online;Metodo Pagamento;Gasto Diario;Gasto Mensal;Gasto Total
0220-EBGCE;Sim;Masculino;Nao;Nao;Nao;2;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.86;85.85;167.3
0221-NAUXK;Nao;Masculino;Nao;Nao;Sim;10;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Sim;Transferencia bancaria;0.66;19.95;219.5
0221-WMXNQ;Nao;Masculino;Sim;Nao;Nao;4;Sim;Nao;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;2.51;75.35;273.4
0222-CNVPT;Nao;Masculino;Sim;Nao;Nao;52;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);1.63;48.8;2555.05
0224-HJAPT;Sim;Masculino;Nao;Nao;Nao;5;Sim;Sim;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.57;47.15;223.15
0224-NIJLP;Nao;Masculino;Nao;Sim;Sim;8;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.67;20.15;165.5
0224-RLWWD;Nao;Feminino;Sim;Nao;Nao;2;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.48;44.3;89.3
0225-ZORZP;Nao;Masculino;Nao;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Sim;Mensal;Nao;Cheque Eletronico;2.81;84.3;235.05
0228-MAUWC;Nao;Masculino;Nao;Nao;Nao;19;Sim;Sim;DSL;Nao;Nao;Sim;Sim;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.98;59.55;1144.6
0229-LFJAF;Nao;Masculino;Nao;Nao;Nao;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Nao;Dois anos;Nao;Transferencia bancaria;2.32;69.65;4908.25
0230-UBYPQ;Nao;Masculino;Sim;Sim;Nao;63;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Sim;Nao;Nao;Um ano;Nao;Transferencia bancaria;1.2;36.1;2298.9
0230-WEQUW;Nao;Masculino;Nao;Sim;Nao;66;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Sim;Transferencia bancaria;1.89;56.6;3789.2
0231-LXVAP;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.53;75.9;75.9
0233-FTHAV;Nao;Feminino;Nao;Nao;Nao;60;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Um ano;Sim;Transferencia bancaria;2.64;79.2;4765.0
0234-TEVTT;Nao;Feminino;Nao;Sim;Sim;48;Nao;Sem servico de telefone;DSL;Sim;Nao;Sim;Nao;Nao;Sim;Um ano;Nao;Cartao de credito (automatico);1.5;45.0;2196.3
0235-KGSLC;Sim;Feminino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Sim;Cartao de credito (automatico);2.85;85.55;85.55
0236-HFWSV;Sim;Masculino;Nao;Nao;Nao;15;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.11;93.35;1444.65
0237-YFUTL;Nao;Feminino;Nao;Sim;Nao;50;Sim;Sim;Fibra otica;Sim;Sim;Nao;Sim;Sim;Sim;Mensal;Sim;Transferencia bancaria;3.66;109.65;5405.8
0238-WHBIQ;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);2.99;89.7;6339.3
0239-OXEXL;Nao;Feminino;Nao;Nao;Nao;46;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;2.81;84.25;3847.6
0244-LGNFY;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Transferencia bancaria;3.09;92.65;6733.0
0247-SLUJI;Nao;Masculino;Nao;Sim;Sim;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.7;19.7
0248-IPDFW;Nao;Feminino;Nao;Nao;Nao;1;Sim;Sim;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.67;50.1;50.1
0248-PGHBZ;Nao;Feminino;Sim;Nao;Nao;67;Sim;Nao;Fibra otica;Sim;Sim;Nao;Sim;Sim;Nao;Dois anos;Sim;Transferencia bancaria;3.08;92.45;6140.85
0253-ZTEOB;Nao;Feminino;Nao;Sim;Sim;48;Sim;Sim;DSL;Nao;Sim;Nao;Sim;Sim;Sim;Dois anos;Nao;Cheque Eletronico;2.66;79.65;3870.3
0254-FNMCI;Nao;Feminino;Nao;Nao;Nao;72;Sim;Nao;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.66;109.9;7624.2
0254-KCJGT;Nao;Masculino;Nao;Sim;Nao;52;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Um ano;Sim;Cartao de credito (automatico);2.71;81.4;4354.45
0254-WWRKD;Nao;Feminino;Nao;Sim;Sim;67;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Um ano;Nao;Cartao de credito (automatico);1.68;50.55;3431.75
0256-LTHVJ;Sim;Feminino;Nao;Sim;Sim;28;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.7;81.05;2227.1
0257-KXZGU;Nao;Feminino;Nao;Sim;Sim;32;Sim;Sim;DSL;Nao;Sim;Sim;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;2.08;62.45;2045.55
0257-ZESQC;Sim;Feminino;Sim;Sim;Nao;27;Sim;Nao;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.51;75.2;1929.35
0258-NOKBL;Nao;Masculino;Nao;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Sim;Sim;Nao;Nao;Sim;Mensal;Nao;Cheque Eletronico;3.01;90.4;268.45
0259-GBZSH;Sim;Masculino;Nao;Nao;Nao;2;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.86;85.65;181.5
0260-ZDLGK;Sim;Feminino;Nao;Nao;Sim;9;Sim;Nao;DSL;Nao;Nao;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque;2.43;72.9;651.4
0263-FJTQO;Nao;Masculino;Nao;Sim;Sim;50;Sim;Sim;DSL;Sim;Nao;Nao;Sim;Sim;Nao;Dois anos;Sim;Cartao de credito (automatico);2.35;70.5;3486.65
0264-CNITK;Nao;Feminino;Nao;Sim;Sim;71;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.67;20.1;1389.6
0265-EDXBD;Sim;Masculino;Sim;Sim;Nao;32;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.5;74.9;2303.35
0265-PSUAE;Nao;Feminino;Nao;Sim;Sim;16;Sim;Nao;Fibra otica;Sim;Nao;Sim;Nao;Sim;Sim;Mensal;Nao;Transferencia bancaria;3.36;100.7;1522.7
0266-CLZKZ;Nao;Feminino;Nao;Sim;Sim;67;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.52;105.65;6717.9
0266-GMEAO;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.81;114.3;8058.55
0268-QKIWO;Sim;Feminino;Nao;Nao;Nao;3;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque Eletronico;0.66;19.75;58.85
0269-XFESX;Nao;Masculino;Nao;Sim;Sim;23;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.81;24.35;538.5
0270-THENM;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Nao;Dois anos;Nao;Transferencia bancaria;2.33;69.85;5102.35
0274-JKUJR;Nao;Masculino;Nao;Sim;Sim;7;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Nao;Sim;Sim;Mensal;Nao;Cheque;1.96;58.85;465.7
0277-BKSQP;Nao;Masculino;Nao;Sim;Sim;8;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;1.81;54.4;475.1
0277-ORXQS;Nao;Masculino;Nao;Sim;Sim;66;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Sim;Sim;Sim;Dois anos;Nao;Transferencia bancaria;1.68;50.55;3364.55
0278-YXOOG;Sim;Masculino;Nao;Nao;Nao;5;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.7;21.05;113.85
0280-XJGEX;Sim;Masculino;Nao;Nao;Nao;49;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Transferencia bancaria;3.46;103.7;5036.3
0281-CNTZX;Nao;Masculino;Nao;Sim;Nao;63;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.66;19.95;1234.8
0282-NVSJS;Nao;Feminino;Sim;Sim;Sim;12;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque;0.98;29.3;355.9
0285-INHLN;Nao;Masculino;Nao;Sim;Sim;27;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);1.82;54.75;1510.3
0289-IVARM;Nao;Feminino;Nao;Nao;Nao;35;Sim;Nao;DSL;Sim;Sim;Sim;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;2.02;60.55;1982.6
0292-WEGCH;Nao;Feminino;Nao;Sim;Sim;54;Sim;Sim;DSL;Nao;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;2.87;86.2;4524.05
0295-PPHDO;Sim;Masculino;Nao;Nao;Nao;1;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.18;95.45;95.45
0295-QVKPB;Nao;Masculino;Nao;Nao;Nao;5;Sim;Nao;DSL;Nao;Nao;Sim;Sim;Sim;Nao;Mensal;Sim;Cartao de credito (automatico);2.13;63.95;318.1
0297-RBCSG;Nao;Masculino;Nao;Nao;Nao;19;Sim;Nao;DSL;Nao;Sim;Nao;Sim;Nao;Sim;Um ano;Sim;Transferencia bancaria;2.18;65.35;1231.85
0298-XACET;Nao;Masculino;Nao;Sim;Sim;52;Nao;Sem servico de telefone;DSL;Nao;Sim;Sim;Sim;Sim;Nao;Dois anos;Nao;Cheque;1.67;50.2;2554.0
0301-FIDRB;Nao;Feminino;Nao;Sim;Sim;72;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;2.13;63.8;4684.3
0301-KOBTQ;Nao;Masculino;Nao;Nao;Nao;32;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.67;20.05;614.45
0302-JOIVN;Sim;Feminino;Nao;Sim;Nao;8;Sim;Nao;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Nao;Cheque Eletronico;3.37;101.15;842.9
0303-UNCIP;Nao;Masculino;Nao;Nao;Nao;41;Sim;Sim;DSL;Nao;Nao;Sim;Nao;Nao;Sim;Um ano;Nao;Cheque;2.17;65.0;2531.8
0303-WMMRN;Nao;Masculino;Nao;Nao;Nao;5;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.64;19.25;86.05
0305-SQECB;Nao;Feminino;Nao;Nao;Sim;11;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Sim;Nao;Nao;Um ano;Sim;Cheque;1.2;36.05;402.6
0306-JAELE;Sim;Masculino;Nao;Nao;Nao;5;Sim;Nao;Fibra otica;Nao;Nao;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.2;96.1;453.4
0307-BCOPK;Nao;Feminino;Nao;Nao;Nao;16;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.64;19.05;326.65
0308-GIQJT;Nao;Masculino;Sim;Nao;Nao;71;Sim;Sim;Fibra otica;Nao;Sim;Nao;Sim;Sim;Sim;Um ano;Nao;Transferencia bancaria;3.52;105.75;7382.85
0308-IVGOK;Nao;Feminino;Nao;Nao;Nao;11;Nao;Sem servico de telefone;DSL;Nao;Sim;Sim;Sim;Nao;Nao;Um ano;Sim;Cartao de credito (automatico);1.35;40.4;422.6
0310-MVLET;Sim;Feminino;Nao;Sim;Sim;61;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.3;99.15;6010.05
0310-SUCIN;Nao;Feminino;Nao;Sim;Nao;71;Sim;Nao;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Um ano;Sim;Transferencia bancaria;2.83;84.8;6046.1
0310-VQXAM;Nao;Masculino;Nao;Nao;Nao;9;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.85;178.8
0311-QYWSS;Nao;Feminino;Nao;Nao;Nao;6;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.65;49.45;314.6
0311-UNPFF;Sim;Feminino;Nao;Nao;Nao;26;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Transferencia bancaria;2.96;88.8;2274.35
0314-TKOSI;Nao;Feminino;Nao;Nao;Nao;6;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.84;55.15;322.9
0315-LVCRK;Nao;Masculino;Nao;Nao;Nao;11;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Sim;Mensal;Nao;Cheque Eletronico;2.83;84.8;888.75
0318-QUUOB;Sim;Masculino;Nao;Sim;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.68;80.55;80.55
0318-ZOPWS;Nao;Feminino;Nao;Sim;Nao;49;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.67;20.15;973.35
0319-QZTCO;Nao;Feminino;Nao;Sim;Sim;3;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Sim;Nao;Mensal;Sim;Cartao de credito (automatico);1.96;58.7;168.6
0320-DWVTU;Nao;Feminino;Nao;Nao;Nao;53;Sim;Nao;Fibra otica;Sim;Sim;Sim;Sim;Nao;Sim;Dois anos;Nao;Cheque;3.32;99.5;5424.25
0320-JDNQG;Sim;Masculino;Nao;Sim;Sim;23;Sim;Nao;Fibra otica;Sim;Nao;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.33;99.85;2331.3
0322-CHQRU;Sim;Masculino;Nao;Nao;Nao;2;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.51;45.35;89.5
0322-YINQP;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;1.62;48.55;48.55
0323-XWWTN;Nao;Masculino;Nao;Nao;Sim;3;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cheque;0.88;26.4;121.25
0324-BRPCJ;Sim;Feminino;Sim;Sim;Nao;68;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.34;100.2;6851.65
0325-XBFAC;Sim;Masculino;Nao;Nao;Nao;8;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.16;94.7;740.3
0326-VDYXE;Nao;Feminino;Nao;Sim;Nao;70;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.26;97.65;6982.5
0327-WFZSY;Nao;Masculino;Nao;Sim;Sim;39;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Um ano;Nao;Cheque Eletronico;3.33;100.0;3835.55
0328-GRPMV;Sim;Feminino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.34;70.1;70.1
0329-GTIAJ;Sim;Feminino;Nao;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Sim;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.26;97.9;315.3
0330-BGYZE;Nao;Masculino;Nao;Sim;Nao;60;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Um ano;Nao;Transferencia bancaria;3.42;102.5;6157.6
0330-IVZHA;Sim;Feminino;Nao;Sim;Nao;5;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;2.33;69.95;330.15
0334-GDDSO;Sim;Masculino;Sim;Nao;Nao;3;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.71;81.35;233.7
0334-ZFJSR;Nao;Feminino;Nao;Sim;Nao;55;Sim;Sim;DSL;Sim;Sim;Nao;Sim;Nao;Nao;Um ano;Sim;Cartao de credito (automatico);2.2;66.05;3462.1
0336-KXKFK;Nao;Masculino;Nao;Nao;Nao;72;Nao;Sem servico de telefone;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);2.04;61.2;4390.25
0336-PIKEI;Nao;Masculino;Sim;Sim;Nao;72;Sim;Nao;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Nao;Transferencia bancaria;2.48;74.4;5360.75
0337-CNPZE;Sim;Feminino;Nao;Nao;Nao;41;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.54;106.3;4443.45
0343-QLUZP;Nao;Masculino;Nao;Nao;Nao;60;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Nao;Nao;Nao;Dois anos;Nao;Transferencia bancaria;1.32;39.6;2424.5
0345-HKJVM;Sim;Feminino;Nao;Nao;Nao;6;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Nao;Cheque Eletronico;2.98;89.3;577.6
0345-XMMUG;Nao;Feminino;Nao;Sim;Nao;46;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.63;108.9;4854.3
0347-UBKUZ;Nao;Feminino;Nao;Nao;Nao;15;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.9;320.45
0348-SDKOL;Sim;Feminino;Nao;Sim;Nao;58;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.4;102.1;5885.4
0354-VXMJC;Nao;Masculino;Nao;Sim;Sim;23;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.65;19.6;426.65
0354-WYROK;Sim;Feminino;Sim;Sim;Sim;31;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.3;98.9;2911.3
0356-ERHVT;Nao;Masculino;Nao;Sim;Nao;11;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;1.53;45.9;521.9
0356-OBMAC;Nao;Feminino;Sim;Nao;Nao;56;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Nao;Dois anos;Sim;Transferencia bancaria;3.33;99.9;5706.3
0357-NVCRI;Nao;Feminino;Nao;Nao;Sim;25;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cartao de credito (automatico);0.67;20.05;471.7
0361-HJRDX;Nao;Feminino;Nao;Nao;Nao;68;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);2.14;64.35;4539.6
0362-RAOQO;Nao;Feminino;Nao;Nao;Nao;40;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.65;19.65;830.25
0362-ZBZWJ;Sim;Masculino;Nao;Nao;Nao;36;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.83;84.9;3067.2
0363-QJVFX;Sim;Masculino;Nao;Nao;Nao;32;Sim;Sim;Fibra otica;Sim;Sim;Nao;Sim;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.6;108.15;3432.9
0363-SVHYR;Nao;Masculino;Nao;Sim;Sim;71;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Transferencia bancaria;2.9;86.85;6263.8
0365-BZUWY;Nao;Masculino;Nao;Sim;Nao;17;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.42;102.55;1742.5
0365-GXEZS;Nao;Masculino;Nao;Sim;Nao;18;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Nao;Nao;Mensal;Nao;Cheque Eletronico;2.61;78.2;1468.75
0365-TRTPY;Nao;Feminino;Nao;Nao;Nao;37;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;3.04;91.2;3382.3
0366-NQSHS;Nao;Masculino;Nao;Nao;Nao;2;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.64;19.35;46.35
0369-ZGOVK;Nao;Feminino;Nao;Sim;Sim;28;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Um ano;Sim;Transferencia bancaria;2.35;70.4;1992.2
0373-AIVNJ;Nao;Masculino;Nao;Nao;Nao;9;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Nao;Nao;Nao;Um ano;Nao;Cheque;1.32;39.55;373.0
0374-AACSZ;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.67;50.15;50.15
0374-FIUCA;Nao;Masculino;Nao;Sim;Nao;65;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cartao de credito (automatico);0.68;20.4;1414.45
0374-IOEGQ;Nao;Feminino;Nao;Nao;Nao;3;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.49;44.6;122.7
0375-HVGXO;Sim;Feminino;Nao;Nao;Nao;1;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;1.16;34.7;34.7
0376-OIWME;Nao;Masculino;Nao;Sim;Nao;36;Sim;Nao;Fibra otica;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.12;93.6;3366.05
0376-YMCJC;Sim;Masculino;Nao;Nao;Nao;23;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Sim;Nao;Mensal;Sim;Cheque Eletronico;3.02;90.6;1943.2
0377-JBKKT;Nao;Masculino;Nao;Sim;Sim;22;Sim;Nao;DSL;Sim;Sim;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque;1.93;57.95;1271.8
0378-CJKPV;Nao;Feminino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.74;112.1;7965.95
0378-NHQXU;Sim;Feminino;Nao;Sim;Sim;17;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Nao;Cheque Eletronico;2.94;88.25;1460.65
0378-TOVMS;Sim;Feminino;Nao;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Nao;Nao;Sim;Nao;Sim;Mensal;Nao;Cheque Eletronico;2.86;85.8;272.2
0378-XSZPU;Sim;Masculino;Nao;Sim;Nao;58;Sim;Nao;DSL;Sim;Sim;Sim;Nao;Nao;Nao;Um ano;Nao;Cartao de credito (automatico);2.01;60.3;3563.8
0379-DJQHR;Nao;Masculino;Nao;Sim;Sim;67;Sim;Nao;DSL;Sim;Sim;Sim;Nao;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);2.71;81.35;5398.6
0380-NEAVX;Nao;Masculino;Sim;Nao;Nao;34;Sim;Nao;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.33;99.85;3343.15
0380-ZCSBI;Nao;Masculino;Nao;Nao;Nao;10;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cartao de credito (automatico);0.67;20.0;198.7
